Malicious Package Name,Original Package Name,Ecosystem,Categories,Note/Comment,Detection Date,Campaign description,Maliciousness type,Source
libhtml5,html5lib,pip,"(7,)",,3/5/18,Could not find description,N/A,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
libcurl,pycurl,pip,"(9,)",,3/5/18,Could not find description,N/A,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
python-mysql,MySQL-python,pip,"(7,)",,2/5/18,Could not find description,N/A,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
numipy,numpy,pip,"(1,)",,2/5/18,Could not find description,N/A,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
mateplotlib,matplotlib,pip,"(1,)",,2/5/18,Could not find description,N/A,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
openvc,opencv-python,pip,"(6, 1)",,25/04/2018,Could not find description,N/A,https://www.researchgate.net/publication/343022080_Typosquatting_and_Combosquatting_Attacks_on_the_Python_Ecosystem
diango,django,pip,"(2,)",,13/10/2023,Research / Data Leakage,Proof-of-concept,https://www.zdnet.com/article/twelve-malicious-python-libraries-found-and-removed-from-pypi/
djago,django,pip,"(1,)",,13/10/2023,Research / Data Leakage,Proof-of-concept,https://www.zdnet.com/article/twelve-malicious-python-libraries-found-and-removed-from-pypi/
dajngo,django,pip,"(1,)",,13/10/2023,Research / Data Leakage,Proof-of-concept,https://www.zdnet.com/article/twelve-malicious-python-libraries-found-and-removed-from-pypi/
1-as_identity_function,1_as_identity_function,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
1-as-identity_function,1_as_identity_function,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
37_pieces-of-flair,37-pieces-of-flair,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
3months-staff_schedule,3months_staff_schedule,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
3months-staff-schedule,3months_staff_schedule,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
3scale-client,3scale_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
3scale-time_range,3scale_time_range,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
3scale-time-range,3scale_time_range,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
99designs_tasks,99designs-tasks,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a_test-gem,a-test-gem,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a-special_day,a_special_day,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a-special-day,a_special_day,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a-stupid_test_gem,a_stupid_test_gem,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a-stupid-test_gem,a_stupid_test_gem,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1330ks-bmi,a1330ks_bmi,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1408nw-Ounennhei,a1408nw_Ounennhei,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1409yo-health,a1409yo_health,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1412tk-bmi,a1412tk_bmi,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1420ks-bmi,a1420ks_bmi,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1426kt-prime_number,a1426kt_prime_number,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1426kt-prime-number,a1426kt_prime_number,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1436mm-age,a1436mm_age,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1437ky-bmi3,a1437ky_bmi3,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1439ty-bmiV3,a1439ty_bmiV3,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1447ll-hpbd,a1447ll_hpbd,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1447ll-mini_test,a1447ll_mini_test,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1447ll-test,a1447ll_test,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a14z6ch-elapsed_days,a14z6ch_elapsed_days,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a14z6ch-elapsed-days,a14z6ch_elapsed_days,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1501da-birthday,a1501da_birthday,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1508ki-ika,a1508ki_ika,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1510jy-bmi,a1510jy_bmi,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1520mk-exercise4,a1520mk_exercise4,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1521hk-age,a1521hk_age,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1521hk-minitest_practice,a1521hk_minitest_practice,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1521hk-minitest-practice,a1521hk_minitest_practice,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1535yt-gem,a1535yt_gem,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1539kh-calculator,a1539kh_calculator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1548sy-yamamoto,a1548sy_yamamoto,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a15666011-konagayoshi,a15666011_konagayoshi,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a15745105-ichinoki,a15745105_ichinoki,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a15745105-ichinokii,a15745105_ichinokii,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a15z7kn-niitsuma_2016_gem,a15z7kn_niitsuma_2016_gem,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a15z8my-name,a15z8my_name,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1616ts-gem,a1616ts_gem,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1624-bmi,a1624_bmi,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1630ty-a1630ty,a1630ty_a1630ty,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
a1632ma-ano,a1632ma_ano,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aai10_mechanize,aai10-mechanize,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aasm-active-fedora,aasm-active_fedora,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aasm-history,aasm_history,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aasm-ohm_persistence,aasm_ohm_persistence,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aastra-xml_api,aastra_xml_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
aastra-xml-api,aastra_xml_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ab_split,ab-split,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ab-panel,ab_panel,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
abbish-sequel_plugins,abbish_sequel_plugins,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
abbreviated-methods,abbreviated_methods,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
abbyy_cloud,abbyy-cloud,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
abbyy_ruby,abbyy-ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ability-engine,ability_engine,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ability-list,ability_list,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
abiquo_api,abiquo-api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
abn-validator,abn_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
about-pos,about_pos,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
absa_notify-me,absa-notify-me,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
abstract-api_wrapper,abstract_api_wrapper,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
abstract-importer,abstract_importer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acceptance-tests_support,acceptance_tests_support,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acception_client,acception-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acception_subscriber,acception-subscriber,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
accepts-nested_serialized_attributes,accepts_nested_serialized_attributes,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
access-lint,access_lint,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
access-policy,access_policy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
access-policy_rails,access_policy_rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
access-policy-rails,access_policy_rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
accessible-tooltip,accessible_tooltip,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
accesslint_ci,accesslint-ci,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
accredible_api-ruby,accredible-api-ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
accredible_ruby,accredible-ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ace_client-ext,ace-client-ext,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ach-client,ach_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ackintosh-net-empty-port,ackintosh-net-empty_port,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acme_bleach,acme-bleach,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acme_cli,acme-cli,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acme_client,acme-client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acme_heisenberg,acme-heisenberg,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acme_leeway,acme-leeway,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acme_pki,acme-pki,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acme_smileage,acme-smileage,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acme-base64-hexagrams,acme-base64_hexagrams,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acmesmith_designate,acmesmith-designate,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acmesmith_google-cloud-dns,acmesmith-google-cloud-dns,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acmesmith_google-cloud-storage,acmesmith-google-cloud-storage,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acmesmith_ns1,acmesmith-ns1,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acmesmith_verisign,acmesmith-verisign,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acpc-poker_basic_proxy,acpc_poker_basic_proxy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acpc-poker_match_state,acpc_poker_match_state,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acpc-poker_player_proxy,acpc_poker_player_proxy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acpc-poker_types,acpc_poker_types,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acpc-poker-basic_proxy,acpc_poker_basic_proxy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acpc-poker-match_state,acpc_poker_match_state,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acpc-poker-player_proxy,acpc_poker_player_proxy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acpc-poker-types,acpc_poker_types,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
acquia-toolbelt,acquia_toolbelt,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
act-as_enumerable,act_as_enumerable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
act-as_importable,act_as_importable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
act-as_nameable,act_as_nameable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
act-as_serializable,act_as_serializable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
act-as_time_as_boolean,act_as_time_as_boolean,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
act-blue_reporter,act_blue_reporter,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
action-cable_subscription_adapter,action_cable_subscription_adapter,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
action-component,action_component,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
action-links,action_links,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
action-mailer_cache_delivery,action_mailer_cache_delivery,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
action-meta_tags,action_meta_tags,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
action-parameter,action_parameter,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
action-pubsub,action_pubsub,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
action-subscriber,action_subscriber,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
actioncontroller-parameter-filter,actioncontroller-parameter_filter,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
actionmailer-inline_css,actionmailer_inline_css,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
actionmailer-localized-preview,actionmailer-localized_preview,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
actionview-link-to_blank,actionview-link_to_blank,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
actionview-link-to_block,actionview-link_to_block,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active_model-email-validator,active-model-email-validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active_profiling,active-profiling,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-admin_filters_visibility,active_admin_filters_visibility,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-admin_globalize3_locale_selector,active_admin_globalize3_locale_selector,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-admin_import,active_admin_import,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-admin_theme,active_admin_theme,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-admin-advanced_create_another,active_admin-advanced_create_another,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-admin-duplicatable,active_admin-duplicatable,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-application,active_application,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-comparison_validator,active_comparison_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-delivery,active_delivery,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-explorer,active_explorer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-hash-like,active_hash-like,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-link_to,active_link_to,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-merchant_mollie,active_merchant_mollie,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-merchant-mollie,active_merchant_mollie,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_policy,active_model_policy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_serializer_plus,active_model_serializer_plus,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_serializers_binary,active_model_serializers_binary,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_serializers_cancancan,active_model_serializers_cancancan,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_serializers_matchers,active_model_serializers_matchers,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_serializers_pg,active_model_serializers_pg,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_serializers_validator,active_model_serializers_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_serializers-cancan,active_model_serializers-cancan,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_serializers-hash_wrapper,active_model_serializers-hash_wrapper,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_serializers-jsonapi_embedded_records_deserializer,active_model_serializers-jsonapi_embedded_records_deserializer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_serializers-matchers,active_model_serializers_matchers,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_type_validator,active_model_type_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_validates_intersection_of,active_model_validates_intersection_of,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_validators_ex,active_model_validators_ex,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model_version_serializers,active_model_version_serializers,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model-attributes_validation,active_model-attributes_validation,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model-better_errors,active_model-better_errors,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model-password,active_model-password,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model-password_reset,active_model-password_reset,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model-permalink,active_model-permalink,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-model-policy,active_model_policy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-press,active_press,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-public_resources,active_public_resources,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-publisher,active_publisher,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-pubsub,active_pubsub,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-record_fix_integer_limit,active_record_fix_integer_limit,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-record_inline_schema,active_record_inline_schema,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-record_lite,active_record_lite,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-record_samplooper,active_record_samplooper,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-record_serialize_json,active_record_serialize_json,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-record_stats,active_record_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-redis_stats,active_redis_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-replica,active_record_replica,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-replicas,active_replicas,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-rest_client,active_rest_client,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-scaffold_batch_vho,active_scaffold_batch_vho,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-scaffold_config_list_vho,active_scaffold_config_list_vho,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-search,active_search,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-serializer,active_serializer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-subset_validator,active_subset_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-subset-validator,active_subset_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-support_alias_class_method,active_support_alias_class_method,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-tools,active_tools,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-validation,active_validation,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
active-validator,active_validator,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
